Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19950727.19.40,Summary,7/27/95,18:51:00,3,Iowa,-,-,2,0,0,100,7.5,Cedar,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41.65,-91.28,41.6,-91.12,1,,975,Unmodified
19950804.19.41,Summary,8/4/95,17:35:00,3,Iowa,-,-,0,0,0,10,0.1,Lyon,-,-,-,-,-,-,-,-,-,-,-,-,,43.38,-95.95,-,-,1,,1009,Unmodified
19950813.19.42,Summary,8/13/95,20:44:00,3,Iowa,-,-,0,0,0,23,0.2,Emmet,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,43.38,-94.43,-,-,1,,1019,Unmodified
19960324.19.1,Summary,3/24/96,16:15:00,3,Iowa,-,-,0,0,0,20,0.1,Union,-,-,-,-,-,-,-,-,-,-,-,$0.03 ,,40.8,-94.23,40.82,-94.23,1,,30,Unmodified
19960419.19.2,Summary,4/19/96,19:17:00,3,Iowa,-,-,0,0,0,10,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,$0.01 ,,42.05,-90.4,42.05,-90.4,1,,448,Unmodified
19960419.19.3,Summary,4/19/96,19:17:00,3,Iowa,-,-,0,0,0,25,0.2,Clinton,-,-,-,-,-,-,-,-,-,-,-,-,,42.03,-90.4,42.03,-90.4,1,,449,Unmodified
19960509.19.4,Summary,5/9/96,0:50:00,3,Iowa,-,-,1,0,0,35,0.7,Appanoose,-,-,-,-,-,-,-,-,-,-,-,$0.07 ,,40.88,-92.88,40.88,-92.88,1,,172,Unmodified
19960509.19.5,Summary,5/9/96,1:40:00,3,Iowa,-,-,1,0,0,50,2,Davis,-,-,-,-,-,-,-,-,-,-,-,$0.07 ,,40.7,-92.3,40.7,-92.27,1,,165,Unmodified
19960509.19.6,Summary,5/9/96,2:47:00,3,Iowa,-,-,0,0,0,30,1,Monroe,-,-,-,-,-,-,-,-,-,-,-,$0.01 ,,41.03,-92.85,41.03,-92.83,1,,166,Unmodified
19960509.19.7,Summary,5/9/96,23:36:00,3,Iowa,-,-,1,0,2,60,1.5,Monroe,-,-,-,-,-,-,-,-,-,-,-,$0.38 ,,41.08,-92.75,41.07,-92.73,1,,167,Unmodified
19960510.19.8,Summary,5/10/96,1:40:00,3,Iowa,-,-,1,0,0,100,5,Clinton,-,-,-,-,-,-,-,-,-,-,-,<$50,,41.83,-90.2,41.83,-90.2,1,,364,Unmodified
19960519.19.9,Summary,5/19/96,17:30:00,3,Iowa,-,-,0,0,0,25,0.1,Marshall,-,-,-,-,-,-,-,-,-,-,-,-,,42,-92.77,42,-92.77,1,,168,Unmodified
19960527.19.10,Summary,5/27/96,13:50:00,3,Iowa,-,-,1,0,0,45,0.3,Taylor,-,-,-,-,-,-,-,-,-,-,-,$0.00 ,,40.62,-94.47,40.62,-94.47,1,,169,Unmodified
19960527.19.11,Summary,5/27/96,13:55:00,3,Iowa,-,-,0,0,0,25,0.1,Ringgold,-,-,-,-,-,-,-,-,-,-,-,-,,40.6,-94.17,40.6,-94.17,1,,170,Unmodified
19960527.19.12,Summary,5/27/96,14:34:00,3,Iowa,-,-,0,0,0,25,0.1,Decatur,-,-,-,-,-,-,-,-,-,-,-,-,,40.82,-93.95,40.82,-93.95,1,,171,Unmodified
19960616.19.13,Summary,6/16/96,14:50:00,3,Iowa,-,-,0,0,0,20,10,Bremer,-,-,-,-,-,-,-,-,-,-,-,$0.00 ,,42.8,-92.48,42.88,-92.3,1,,258,Unmodified
19960616.19.14,Summary,6/16/96,17:21:00,3,Iowa,-,-,0,0,0,20,6,Fayette,-,-,-,-,-,-,-,-,-,-,-,-,,42.77,-91.9,42.75,-91.77,1,,259,Unmodified
19960616.19.15,Summary,6/16/96,18:58:00,3,Iowa,-,-,0,0,0,10,0.1,Dubuque,-,-,-,-,-,-,-,-,-,-,-,-,,42.43,-90.93,42.43,-90.93,1,,465,Unmodified
19960629.19.16,Summary,6/29/96,20:35:00,3,Iowa,-,-,0,0,0,20,0.3,Benton,-,-,-,-,-,-,-,-,-,-,-,-,,42.27,-92.08,42.27,-92.08,1,,466,Unmodified
19960701.19.17,Summary,7/1/96,16:40:00,3,Iowa,-,-,0,0,0,50,0.1,Plymouth,-,-,-,-,-,-,-,-,-,-,-,-,,42.75,-96.6,42.75,-96.6,1,,594,Unmodified
19960716.19.18,Summary,7/16/96,23:58:00,3,Iowa,-,-,0,0,0,25,0.2,Carroll,-,-,-,-,-,-,-,-,-,-,-,-,,41.87,-94.7,41.87,-94.7,1,,405,Unmodified
19960724.19.19,Summary,7/24/96,14:21:00,3,Iowa,-,-,1,0,0,30,1,Pottawattamie,-,-,-,-,-,-,-,-,-,-,-,$0.10 ,,41.5,-95.45,41.48,-95.43,1,,600,Unmodified
19960729.19.20,Summary,7/29/96,15:37:00,3,Iowa,-,-,0,0,0,25,0.3,Greene,-,-,-,-,-,-,-,-,-,-,-,-,,41.92,-94.37,41.92,-94.37,1,,406,Unmodified
19960819.19.21,Summary,8/19/96,18:00:00,3,Iowa,-,-,0,0,0,50,0.5,Howard,-,-,-,-,-,-,-,-,-,-,-,-,,43.4,-92.3,43.38,-92.27,1,,675,Unmodified
19960822.19.22,Summary,8/22/96,15:30:00,3,Iowa,-,-,0,0,0,20,0.3,Cedar,-,-,-,-,-,-,-,-,-,-,-,-,,41.85,-90.93,41.85,-90.93,1,,681,Unmodified
19970430.19.1,Summary,4/30/97,14:00:00,3,Iowa,-,-,0,0,0,20,10,Muscatine,-,-,-,-,-,-,-,-,-,-,-,-,,41.42,-91.05,41.52,-90.92,1,,714,Unmodified
19970430.19.2,Summary,4/30/97,14:20:00,3,Iowa,-,-,0,0,0,20,3,Cedar,-,-,-,-,-,-,-,-,-,-,-,$0.01 ,,41.6,-90.97,41.6,-90.92,1,,691,Unmodified
19970430.19.3,Summary,4/30/97,15:40:00,3,Iowa,-,-,0,0,0,20,2,Clinton,-,-,-,-,-,-,-,-,-,-,-,$0.04 ,,41.97,-90.37,41.97,-90.33,1,,133,Unmodified
19970430.19.4,Summary,4/30/97,15:42:00,3,Iowa,-,-,0,0,0,10,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,-,,42.05,-90.32,42.05,-90.32,1,,131,Unmodified
19970430.19.5,Summary,4/30/97,15:45:00,3,Iowa,-,-,0,0,0,10,0.1,Clinton,-,-,-,-,-,-,-,-,-,-,-,-,,41.83,-90.2,41.83,-90.2,1,,130,Unmodified
19970430.19.6,Summary,4/30/97,15:45:00,3,Iowa,-,-,0,0,0,10,0.1,Clinton,-,-,-,-,-,-,-,-,-,-,-,-,,41.93,-90.78,41.93,-90.88,1,,699,Unmodified
19970512.19.7,Summary,5/12/97,16:27:00,3,Iowa,-,-,0,0,0,13,6.7,Polk,-,-,-,-,-,-,-,-,-,-,-,-,,41.7,-93.47,41.67,-93.53,1,,491,Unmodified
19970512.19.8,Summary,5/12/97,16:48:00,3,Iowa,-,-,0,0,0,10,0.1,Jasper,-,-,-,-,-,-,-,-,-,-,-,-,,41.82,-93.15,41.82,-93.15,1,,492,Unmodified
19970512.19.9,Summary,5/12/97,17:12:00,3,Iowa,-,-,0,0,0,13,8,Warren,-,-,-,-,-,-,-,-,-,-,-,-,,41.47,-93.38,41.42,-93.22,1,,493,Unmodified
19970518.19.10,Summary,5/18/97,15:40:00,3,Iowa,-,-,1,0,0,50,3.2,Linn,Cedar,-,-,-,-,-,-,-,-,-,-,-,,41.92,-91.37,41.9,-91.3,1,,817,Unmodified
19970518.19.11,Summary,5/18/97,19:00:00,3,Iowa,-,-,0,0,0,10,0.1,Scott,-,-,-,-,-,-,-,-,-,-,-,-,,41.53,-90.52,41.53,-90.52,1,,357,Unmodified
19970605.19.12,Summary,6/5/97,12:13:00,3,Iowa,-,-,1,0,0,50,13.5,Butler,-,-,-,-,-,-,-,-,-,-,-,$0.10 ,,42.73,-92.97,42.57,-92.78,1,,247,Unmodified
19970615.19.13,Summary,6/15/97,19:55:00,3,Iowa,-,-,1,0,0,60,19.5,Hancock,-,-,-,-,-,-,-,-,-,-,-,$0.05 ,,43,-93.95,42.85,-93.62,1,,248,Unmodified
19970707.19.14,Summary,7/7/97,15:55:00,3,Iowa,-,-,0,0,0,50,0.1,Lyon,-,-,-,-,-,-,-,-,-,-,-,-,,43.32,-96.45,43.32,-96.45,1,,930,Unmodified
19970707.19.15,Summary,7/7/97,16:25:00,3,Iowa,-,-,0,0,0,50,0.1,Lyon,-,-,-,-,-,-,-,-,-,-,-,-,,43.32,-96.45,43.32,-96.45,1,,931,Unmodified
19970707.19.16,Summary,7/7/97,17:40:00,3,Iowa,-,-,0,0,0,50,0.1,Plymouth,-,-,-,-,-,-,-,-,-,-,-,-,,42.78,-96.1,42.78,-96.1,1,,932,Unmodified
19970707.19.17,Summary,7/7/97,18:19:00,3,Iowa,-,-,0,0,0,50,1,Plymouth,-,-,-,-,-,-,-,-,-,-,-,-,,42.62,-95.92,42.63,-95.9,1,,933,Unmodified
19970720.19.18,Summary,7/20/97,20:20:00,3,Iowa,-,-,0,0,0,70,3,Howard,-,-,-,-,-,-,-,-,-,-,-,$0.04 ,,43.38,-92.22,43.38,-92.15,1,,371,Unmodified
19970726.19.19,Summary,7/26/97,9:30:00,3,Iowa,-,-,1,0,0,40,1,Palo Alto,-,-,-,-,-,-,-,-,-,-,-,$0.22 ,,43.1,-94.72,43.1,-94.68,1,,304,Unmodified
19970727.19.20,Summary,7/27/97,10:36:00,3,Iowa,-,-,0,0,0,50,0.5,Plymouth,-,-,-,-,-,-,-,-,-,-,-,-,,42.72,-96.17,42.72,-96.17,1,,393,Unmodified
19970727.19.21,Summary,7/27/97,11:37:00,3,Iowa,-,-,0,0,0,50,0.1,Cherokee,-,-,-,-,-,-,-,-,-,-,-,-,,42.75,-95.55,42.75,-95.55,1,,394,Unmodified
19970814.19.22,Summary,8/14/97,23:57:00,3,Iowa,-,-,0,0,0,20,0.2,Dallas,-,-,-,-,-,-,-,-,-,-,-,-,,41.87,-93.93,41.87,-93.93,1,,425,Unmodified
19970816.19.23,Summary,8/16/97,18:44:00,3,Iowa,-,-,0,0,0,20,0.2,Warren,-,-,-,-,-,-,-,-,-,-,-,-,,41.18,-93.62,41.18,-93.62,1,,426,Unmodified
19970816.19.24,Summary,8/16/97,19:25:00,3,Iowa,-,-,0,0,0,23,0.3,Warren,-,-,-,-,-,-,-,-,-,-,-,$0.00 ,,41.33,-93.57,41.33,-93.57,1,,427,Unmodified
19970823.19.25,Summary,8/23/97,19:50:00,3,Iowa,-,-,1,0,0,150,5,Floyd,-,-,-,-,-,-,-,-,-,-,-,$0.40 ,,43.02,-92.77,43,-92.7,1,,437,Unmodified
19980330.19.1,Summary,3/30/98,17:35:00,3,Iowa,-,-,1,0,0,30,0.2,Wapello,-,-,-,-,-,-,-,-,-,-,-,$0.01 ,,41.02,-92.43,41.02,-92.43,1,,34,Unmodified
19980406.19.2,Summary,4/6/98,17:15:00,3,Iowa,-,-,0,0,0,30,0.2,Greene,-,-,-,-,-,-,-,-,-,-,-,-,,42.22,-94.48,42.22,-94.48,1,,901,Unmodified
19980406.19.3,Summary,4/6/98,17:55:00,3,Iowa,-,-,0,0,0,30,0.1,Webster,-,-,-,-,-,-,-,-,-,-,-,-,,42.25,-94.07,42.25,-94.07,1,,902,Unmodified
19980406.19.4,Summary,4/6/98,18:00:00,3,Iowa,-,-,0,0,0,30,0.2,Greene,-,-,-,-,-,-,-,-,-,-,-,-,,42.07,-94.55,42.07,-94.55,1,,903,Unmodified
19980407.19.5,Summary,4/7/98,15:45:00,3,Iowa,-,-,0,0,0,30,0.1,Lee,-,-,-,-,-,-,-,-,-,-,-,-,,40.62,-91.42,40.62,-91.42,1,,1237,Unmodified
19980407.19.6,Summary,4/7/98,16:00:00,3,Iowa,-,-,0,0,0,30,0.1,Lee,-,-,-,-,-,-,-,-,-,-,-,-,,40.63,-91.32,40.63,-91.32,1,,1238,Unmodified
19980407.19.7,Summary,4/7/98,16:02:00,3,Iowa,-,-,0,0,0,30,0.1,Lee,-,-,-,-,-,-,-,-,-,-,-,$0.00 ,,40.57,-91.5,40.57,-91.5,1,,1239,Unmodified
19980508.19.8,Summary,5/8/98,17:40:00,3,Iowa,-,-,0,0,0,30,0.1,Linn,-,-,-,-,-,-,-,-,-,-,-,$0.00 ,,42.2,-91.75,42.2,-91.75,1,,1247,Unmodified
19980508.19.9,Summary,5/8/98,18:01:00,3,Iowa,-,-,0,0,0,30,0.1,Linn,-,-,-,-,-,-,-,-,-,-,-,-,,42.1,-91.72,42.1,-91.72,1,,1248,Unmodified
19980515.19.10,Summary,5/15/98,10:30:00,3,Iowa,-,-,0,0,0,50,1,Sioux,-,-,-,-,-,-,-,-,-,-,-,$0.03 ,,43.13,-96.4,43.13,-96.4,1,,262,Unmodified
19980515.19.11,Summary,5/15/98,13:30:00,3,Iowa,-,-,2,0,0,180,31.3,Kossuth,-,-,-,-,-,-,-,-,-,-,-,<$50,,43.02,-94.23,43.47,-94.1,1,,967,Unmodified
19980515.19.12,Summary,5/15/98,14:58:00,3,Iowa,-,-,1,0,0,60,11,Wright,-,-,-,-,-,-,-,-,-,-,-,$0.05 ,,42.67,-93.88,42.83,-93.78,1,,962,Unmodified
19980515.19.13,Summary,5/15/98,15:00:00,3,Iowa,-,-,1,0,0,50,2.5,Crawford,-,-,-,-,-,-,-,-,-,-,-,$0.10 ,,42,-95.33,42.02,-95.28,1,,963,Unmodified
19980515.19.14,Summary,5/15/98,15:00:00,3,Iowa,-,-,0,0,0,30,0.2,Crawford,-,-,-,-,-,-,-,-,-,-,-,-,,42.02,-95.35,42.02,-95.35,1,,964,Unmodified
19980515.19.15,Summary,5/15/98,15:13:00,3,Iowa,-,-,0,0,0,50,0.1,Sioux,-,-,-,-,-,-,-,-,-,-,-,-,,42.97,-96.38,42.97,-96.38,1,,263,Unmodified
19980515.19.16,Summary,5/15/98,15:15:00,3,Iowa,-,-,0,0,0,30,0.1,Wapello,-,-,-,-,-,-,-,-,-,-,-,-,,41.08,-92.52,41.08,-92.52,1,,965,Unmodified
19980515.19.17,Summary,5/15/98,15:16:00,3,Iowa,-,-,1,0,0,50,2.8,Worth,-,-,-,-,-,-,-,-,-,-,-,$0.15 ,,43.33,-93.47,43.37,-93.43,1,,968,Unmodified
19980515.19.18,Summary,5/15/98,15:20:00,3,Iowa,-,-,0,0,0,50,0.1,Sioux,-,-,-,-,-,-,-,-,-,-,-,-,,43.08,-96.28,43.08,-96.28,1,,264,Unmodified
19980515.19.19,Summary,5/15/98,15:21:00,3,Iowa,-,-,0,0,0,30,0.1,Sac,-,-,-,-,-,-,-,-,-,-,-,-,,42.25,-94.88,42.25,-94.88,1,,966,Unmodified
19980515.19.20,Summary,5/15/98,16:05:00,3,Iowa,-,-,3,0,47,400,47,Washington,Johnson,Cedar,-,-,-,-,-,-,-,-,-,$15 ,,41.28,-91.73,41.88,-91.07,1,,1249,Unmodified
19980515.19.21,Summary,5/15/98,17:30:00,3,Iowa,-,-,0,0,0,30,0.2,Jones,-,-,-,-,-,-,-,-,-,-,-,$0.00 ,,42.02,-91.08,41.97,-90.95,1,,1252,Unmodified
19980515.19.22,Summary,5/15/98,18:10:00,3,Iowa,-,-,0,0,0,30,0.3,Dubuque,-,-,-,-,-,-,-,-,-,-,-,-,,42.43,-90.77,42.43,-90.77,1,,1253,Unmodified
19980519.19.23,Summary,5/19/98,15:45:00,3,Iowa,-,-,0,0,0,30,0.2,Polk,-,-,-,-,-,-,-,-,-,-,-,-,,41.52,-93.52,41.52,-93.52,1,,969,Unmodified
19980519.19.24,Summary,5/19/98,15:45:00,3,Iowa,-,-,0,0,0,30,0.7,Marion,-,-,-,-,-,-,-,-,-,-,-,-,,41.38,-93.28,41.38,-93.27,1,,970,Unmodified
19980521.19.25,Summary,5/21/98,19:30:00,3,Iowa,-,-,0,0,0,50,0.2,Monona,-,-,-,-,-,-,-,-,-,-,-,-,,42.08,-95.92,42.08,-95.92,1,,283,Unmodified
19980521.19.26,Summary,5/21/98,20:20:00,3,Iowa,-,-,1,0,0,40,0.5,Cass,-,-,-,-,-,-,-,-,-,-,-,$0.07 ,,41.47,-94.77,41.47,-94.77,1,,248,Unmodified
19980528.19.27,Summary,5/28/98,14:25:00,3,Iowa,-,-,0,0,0,50,1,Buena Vista,-,-,-,-,-,-,-,-,-,-,-,-,,42.78,-95.02,42.78,-94.98,1,,266,Unmodified
19980528.19.28,Summary,5/28/98,14:26:00,3,Iowa,-,-,0,0,0,50,0.1,Buena Vista,-,-,-,-,-,-,-,-,-,-,-,-,,42.85,-94.97,42.85,-94.97,1,,265,Unmodified
19980528.19.29,Summary,5/28/98,14:40:00,3,Iowa,-,-,0,0,0,30,0.2,Pocahontas,-,-,-,-,-,-,-,-,-,-,-,-,,42.8,-94.75,42.8,-94.75,1,,249,Unmodified
19980528.19.30,Summary,5/28/98,18:05:00,3,Iowa,-,-,0,0,0,30,0.1,Linn,-,-,-,-,-,-,-,-,-,-,-,-,,42.07,-91.82,42.07,-91.82,1,,1254,Unmodified
19980528.19.31,Summary,5/28/98,18:12:00,3,Iowa,-,-,0,0,0,30,0.1,Linn,-,-,-,-,-,-,-,-,-,-,-,-,,42.08,-91.75,42.08,-91.75,1,,1255,Unmodified
19980528.19.32,Summary,5/28/98,18:32:00,3,Iowa,-,-,0,0,0,30,0.1,Dubuque,-,-,-,-,-,-,-,-,-,-,-,-,,42.4,-91.12,42.4,-91.12,1,,1256,Unmodified
19980528.19.33,Summary,5/28/98,19:05:00,3,Iowa,-,-,0,0,0,50,0.1,Woodbury,-,-,-,-,-,-,-,-,-,-,-,-,,42.4,-96.38,42.4,-96.38,1,,269,Unmodified
19980528.19.34,Summary,5/28/98,19:56:00,3,Iowa,-,-,0,0,0,30,0.3,Calhoun,-,-,-,-,-,-,-,-,-,-,-,-,,42.27,-94.65,42.27,-94.65,1,,971,Unmodified
19980528.19.35,Summary,5/28/98,20:20:00,3,Iowa,-,-,0,0,0,30,0.1,Crawford,-,-,-,-,-,-,-,-,-,-,-,-,,42.08,-95.6,42.08,-95.6,1,,972,Unmodified
19980528.19.36,Summary,5/28/98,21:36:00,3,Iowa,-,-,0,0,0,30,0.2,Carroll,-,-,-,-,-,-,-,-,-,-,-,-,,42.07,-95.08,42.07,-95.02,1,,973,Unmodified
19980530.19.37,Summary,5/30/98,11:40:00,3,Iowa,-,-,0,0,0,30,0.1,Calhoun,-,-,-,-,-,-,-,-,-,-,-,-,,42.28,-94.4,42.28,-94.4,1,,974,Unmodified
19980530.19.38,Summary,5/30/98,12:23:00,3,Iowa,-,-,0,0,0,30,0.1,Boone,-,-,-,-,-,-,-,-,-,-,-,-,,42.05,-93.87,42.05,-93.87,1,,975,Unmodified
19980530.19.39,Summary,5/30/98,12:31:00,3,Iowa,-,-,0,0,0,30,0.2,Boone,-,-,-,-,-,-,-,-,-,-,-,-,,42.13,-93.97,42.13,-93.97,1,,976,Unmodified
19980530.19.40,Summary,5/30/98,12:56:00,3,Iowa,-,-,1,0,0,50,22,Story,Marshall,-,-,-,-,-,-,-,-,-,-,$0.01 ,,41.97,-93.52,41.93,-93.1,1,,977,Unmodified
19980618.19.41,Summary,6/18/98,13:04:00,3,Iowa,-,-,1,0,0,40,13,Warren,-,-,-,-,-,-,-,-,-,-,-,$0.01 ,,41.38,-93.75,41.52,-93.63,1,,363,Unmodified
19980618.19.42,Summary,6/18/98,14:30:00,3,Iowa,-,-,2,0,0,30,20,Buchanan,-,-,-,-,-,-,-,-,-,-,-,$0.80 ,,42.48,-92.05,42.6,-91.63,1,,1278,Unmodified
19980618.19.43,Summary,6/18/98,14:40:00,3,Iowa,-,-,1,0,0,30,15,Buchanan,-,-,-,-,-,-,-,-,-,-,-,$0.04 ,,42.32,-92,42.47,-91.73,1,,1279,Unmodified
19980618.19.44,Summary,6/18/98,15:40:00,3,Iowa,-,-,0,0,0,30,0.1,Linn,-,-,-,-,-,-,-,-,-,-,-,-,,41.92,-91.38,41.92,-91.38,1,,1280,Unmodified
19980618.19.45,Summary,6/18/98,15:41:00,3,Iowa,-,-,0,0,0,30,0.1,Cedar,-,-,-,-,-,-,-,-,-,-,-,-,,41.9,-91.3,41.9,-91.3,1,,1281,Unmodified
19980618.19.46,Summary,6/18/98,16:00:00,3,Iowa,-,-,1,0,1,100,1,Louisa,-,-,-,-,-,-,-,-,-,-,-,$0.18 ,,41.1,-91.05,41.1,-91.05,1,,1282,Unmodified
19980618.19.47,Summary,6/18/98,16:10:00,3,Iowa,-,-,0,0,0,30,0.1,Louisa,-,-,-,-,-,-,-,-,-,-,-,$0.00 ,,41.27,-91.17,41.27,-91.17,1,,1283,Unmodified
19980623.19.48,Summary,6/23/98,18:30:00,3,Iowa,-,-,2,0,0,50,2,Monona,-,-,-,-,-,-,-,-,-,-,-,-,,42.2,-96.25,42.2,-96.25,1,,415,Unmodified
19980623.19.49,Summary,6/23/98,18:45:00,3,Iowa,-,-,0,0,0,100,6,Woodbury,-,-,-,-,-,-,-,-,-,-,-,$0.05 ,,42.23,-96.07,42.27,-95.95,1,,558,Unmodified
19980623.19.50,Summary,6/23/98,19:08:00,3,Iowa,-,-,0,0,0,50,0.1,Woodbury,-,-,-,-,-,-,-,-,-,-,-,-,,42.23,-96.23,42.23,-96.23,1,,559,Unmodified
19980623.19.51,Summary,6/23/98,19:20:00,3,Iowa,-,-,0,0,0,50,2,Monona,-,-,-,-,-,-,-,-,-,-,-,-,,42.2,-96.18,42.2,-96.18,1,,426,Unmodified
19980623.19.52,Summary,6/23/98,19:30:00,3,Iowa,-,-,0,0,0,50,0.1,Plymouth,-,-,-,-,-,-,-,-,-,-,-,-,,42.75,-96.6,42.75,-96.6,1,,560,Unmodified
19980623.19.53,Summary,6/23/98,21:15:00,3,Iowa,-,-,0,0,0,30,0.1,Calhoun,-,-,-,-,-,-,-,-,-,-,-,-,,42.48,-94.8,42.48,-94.8,1,,364,Unmodified
19980627.19.54,Summary,6/27/98,15:30:00,3,Iowa,-,-,0,0,0,50,0.1,Lyon,-,-,-,-,-,-,-,-,-,-,-,-,,43.37,-96.02,43.37,-96.02,1,,561,Unmodified
19980627.19.55,Summary,6/27/98,15:45:00,3,Iowa,-,-,1,0,0,100,4,Osceola,-,-,-,-,-,-,-,-,-,-,-,$0.50 ,,43.37,-95.72,43.37,-95.62,1,,563,Unmodified
19980627.19.56,Summary,6/27/98,18:46:00,3,Iowa,-,-,2,0,0,50,7.5,Cerro Gordo,-,-,-,-,-,-,-,-,-,-,-,$0.05 ,,42.98,-93.43,43.07,-93.38,1,,1106,Unmodified
19980627.19.57,Summary,6/27/98,19:08:00,3,Iowa,-,-,0,0,0,30,0.3,Howard,-,-,-,-,-,-,-,-,-,-,-,-,,43.38,-92.15,43.38,-92.15,1,,405,Unmodified
19980627.19.58,Summary,6/27/98,19:22:00,3,Iowa,-,-,2,0,0,50,12.5,Cerro Gordo,-,-,-,-,-,-,-,-,-,-,-,$0.12 ,,42.98,-93.33,43.07,-93.08,1,,1107,Unmodified
19980627.19.59,Summary,6/27/98,21:23:00,3,Iowa,-,-,2,0,0,80,25.5,Butler,Bremer,-,-,-,-,-,-,-,-,-,-,$0.01 ,,42.58,-92.93,42.7,-92.48,1,,1108,Unmodified
19980627.19.60,Summary,6/27/98,23:20:00,3,Iowa,-,-,0,0,0,30,0.1,Tama,-,-,-,-,-,-,-,-,-,-,-,-,,41.92,-92.4,41.92,-92.4,1,,1110,Unmodified
19980629.19.61,Summary,6/29/98,11:52:00,3,Iowa,-,-,2,0,0,60,11,Crawford,-,-,-,-,-,-,-,-,-,-,-,$0.50 ,,41.92,-95.5,41.93,-95.28,1,,1111,Unmodified
19980629.19.62,Summary,6/29/98,12:20:00,3,Iowa,-,-,2,0,85,100,34.1,Boone,Dallas,Polk,-,-,-,-,-,-,-,-,-,$10.58 ,,41.92,-94.08,41.6,-93.6,1,,1115,Unmodified
19980629.19.63,Summary,6/29/98,12:43:00,3,Iowa,-,-,1,0,0,40,2,Dallas,-,-,-,-,-,-,-,-,-,-,-,$0.25 ,,41.55,-94.05,41.53,-94.02,1,,1112,Unmodified
19980629.19.64,Summary,6/29/98,12:50:00,3,Iowa,-,-,1,0,0,50,1,Marshall,-,-,-,-,-,-,-,-,-,-,-,$0.02 ,,42.05,-92.9,42.05,-92.88,1,,1118,Unmodified
19980629.19.65,Summary,6/29/98,14:50:00,3,Iowa,-,-,0,0,0,30,0.1,Warren,-,-,-,-,-,-,-,-,-,-,-,-,,41.48,-93.68,41.48,-93.68,1,,1113,Unmodified
19980629.19.66,Summary,6/29/98,15:43:00,3,Iowa,-,-,0,0,0,30,0.2,Warren,-,-,-,-,-,-,-,-,-,-,-,-,,41.45,-93.68,41.45,-93.68,1,,1114,Unmodified
19980706.19.67,Summary,7/6/98,17:40:00,3,Iowa,-,-,0,0,0,50,0.1,Monona,-,-,-,-,-,-,-,-,-,-,-,-,,41.95,-96.07,41.95,-96.07,1,,535,Unmodified
19980706.19.68,Summary,7/6/98,18:27:00,3,Iowa,-,-,0,0,0,30,0.2,Carroll,-,-,-,-,-,-,-,-,-,-,-,-,,41.87,-94.7,41.87,-94.7,1,,406,Unmodified
19980709.19.69,Summary,7/9/98,17:05:00,3,Iowa,-,-,0,0,0,30,0.2,Jasper,-,-,-,-,-,-,-,-,-,-,-,-,,41.78,-93,41.78,-93,1,,407,Unmodified
19980709.19.70,Summary,7/9/98,17:09:00,3,Iowa,-,-,0,0,0,50,0.1,Woodbury,-,-,-,-,-,-,-,-,-,-,-,-,,42.5,-96.38,42.5,-96.38,1,,465,Unmodified
19980803.19.71,Summary,8/3/98,19:08:00,3,Iowa,-,-,0,0,0,30,0.2,Kossuth,-,-,-,-,-,-,-,-,-,-,-,-,,43.28,-94.22,43.28,-94.22,1,,462,Unmodified
19980808.19.72,Summary,8/8/98,14:55:00,3,Iowa,-,-,0,0,0,30,0.1,Tama,-,-,-,-,-,-,-,-,-,-,-,-,,41.97,-92.58,41.97,-92.58,1,,463,Unmodified
19990405.19.1,Summary,4/5/99,15:02:00,3,Iowa,-,-,1,0,0,-,3,Taylor,-,-,-,-,-,-,-,-,-,-,-,$0.10 ,,40.62,-94.78,40.63,-94.73,1,,809,Unmodified
19990405.19.2,Summary,4/5/99,15:28:00,3,Iowa,-,-,0,0,0,20,0.2,Taylor,-,-,-,-,-,-,-,-,-,-,-,$0.00 ,,40.83,-94.55,40.83,-94.55,1,,810,Unmodified
19990405.19.3,Summary,4/5/99,16:44:00,3,Iowa,-,-,0,0,0,20,0.2,Warren,-,-,-,-,-,-,-,-,-,-,-,$0.00 ,,41.18,-93.75,41.18,-93.75,1,,811,Unmodified
19990408.19.4,Summary,4/8/99,12:33:00,3,Iowa,-,-,1,0,2,-,2,Story,-,-,-,-,-,-,-,-,-,-,-,$0.80 ,,41.88,-93.68,41.9,-93.65,1,,812,Unmodified
19990408.19.5,Summary,4/8/99,13:08:00,3,Iowa,-,-,0,0,0,40,-,Fremont,-,-,-,-,-,-,-,-,-,-,-,-,,40.6,-95.52,40.6,-95.52,1,,254,Unmodified
19990408.19.6,Summary,4/8/99,13:18:00,3,Iowa,-,-,0,0,0,60,0.3,Pottawattamie,-,-,-,-,-,-,-,-,-,-,-,-,,41.45,-95.87,41.45,-95.87,1,,255,Unmodified
