"name","year","month","day","tmax","tmin","tobs","prcp","snow","snwd","awnd","wsf5"
"Ames, IA",2010,2,16,22,16,20,0.01,NA,16,14.76,28
"Ames, IA",2010,2,17,26,10,10,0,0,15,12.3,23
"Ames, IA",2010,2,18,27,1,1,0,0,15,4.47,15
"Ames, IA",2010,2,19,31,1,15,0,0,14,4.25,15
"Ames, IA",2010,2,20,27,14,24,0.17,2,16,6.93,17
"Ames, IA",2010,2,21,30,17,19,0,0,15,13.2,25.1
"Ames, IA",2010,2,22,25,10,10,0,0,15,13.87,25.9
"Ames, IA",2010,2,23,24,0,1,0,0,15,12.75,30
"Ames, IA",2010,2,24,20,-4,-4,0,0,15,10.51,23
"Ames, IA",2010,2,25,12,-12,-10,0,0,15,1.57,8.1
"Ames, IA",2010,2,26,22,-11,1,0,0,15,3.36,16.1
"Ames, IA",2010,2,27,27,1,9,0,0,15,12.08,23.9
"Ames, IA",2010,2,28,29,9,12,0,0,14,8.5,18.1
"Ames, IA",2010,3,1,32,11,14,0,0,12,8.28,16.1
"Ames, IA",2010,3,2,31,11,11,0,0,12,8.28,17
"Ames, IA",2010,3,3,35,8,12,0,0,8,5.59,15
"Ames, IA",2010,3,4,36,4,4,0,0,6,1.34,8.1
"Ames, IA",2010,3,5,37,4,16,0,0,5,5.82,18.1
"Ames, IA",2010,3,6,40,14,30,0,0,5,8.72,23.9
"Ames, IA",2010,3,7,38,30,33,0.43,0,NA,4.7,17
"Ames, IA",2010,3,8,37,31,31,0,0,NA,7.83,21
"Ames, IA",2010,3,9,39,31,34,0.05,0,3,7.38,17
"Ames, IA",2010,3,10,39,34,37,0.39,0,NA,4.7,18.1
"Ames, IA",2010,3,11,41,34,37,0.55,0,NA,8.5,23.9
"Ames, IA",2010,3,12,43,34,34,0.04,0,NA,6.26,16.1
"Ames, IA",2010,3,13,40,34,35,0,0,0,16.11,35.1
"Ames, IA",2010,3,14,41,35,40,0.01,0,0,13.87,30
"Ames, IA",2010,3,15,53,34,34,0,0,0,13.65,28
"Ames, IA",2010,3,16,52,34,36,0,0,0,11.41,21
"Ames, IA",2010,3,17,43,35,37,0.01,0,0,8.28,21
"Ames, IA",2010,3,18,57,34,35,0,0,0,9.62,23
"Ames, IA",2010,3,19,62,34,39,0,0,0,16.55,33.1
"Ames, IA",2010,3,20,39,27,27,0.15,1,1,15.66,28
"Ames, IA",2010,3,21,38,26,26,0,0,0,8.05,18.1
"Ames, IA",2010,3,22,47,25,25,0,0,0,5.14,21
"Ames, IA",2010,3,23,55,24,35,0,0,0,8.28,23
"Ames, IA",2010,3,24,58,34,42,0,0,0,9.17,21
"Ames, IA",2010,3,25,52,33,34,0,0,0,12.75,29.1
"Ames, IA",2010,3,26,49,24,27,0,0,0,10.96,28
"Ames, IA",2010,3,27,51,27,40,0,0,0,11.41,21.9
"Ames, IA",2010,3,28,55,34,39,0,0,0,13.87,33.1
"Ames, IA",2010,3,29,54,26,26,0,0,0,6.71,23
"Ames, IA",2010,3,30,61,25,45,0,0,0,16.11,40
"Ames, IA",2010,3,31,75,44,55,0,0,0,5.59,23
"Ames, IA",2010,4,1,77,50,53,0,0,0,11.63,36.9
"Ames, IA",2010,4,2,85,52,64,0,0,0,13.87,38.9
"Ames, IA",2010,4,3,66,35,35,0.24,0,0,12.97,35.1
"Ames, IA",2010,4,4,62,33,46,0,0,0,5.82,16.1
"Ames, IA",2010,4,5,62,33,34,0,0,0,7.38,25.1
"Ames, IA",2010,4,6,67,33,50,1.56,0,0,12.75,35.1
"Ames, IA",2010,4,7,74,44,45,0,0,0,14.99,33.1
"Ames, IA",2010,4,8,50,33,33,0.31,0,0,10.07,30
"Ames, IA",2010,4,9,54,29,33,0,0,0,7.83,23.9
"Ames, IA",2010,4,10,69,32,42,0,0,0,7.83,21
"Ames, IA",2010,4,11,62,41,45,0,0,0,8.28,25.1
"Ames, IA",2010,4,12,71,44,48,0,0,0,9.17,28
"Ames, IA",2010,4,13,69,48,49,0,0,0,8.95,30
"Ames, IA",2010,4,14,79,49,59,0,0,0,14.76,40
"Ames, IA",2010,4,15,81,56,57,0,0,0,13.87,38
"Ames, IA",2010,4,16,79,48,48,0.27,0,0,13.42,32
"Ames, IA",2010,4,17,62,35,36,0,0,0,6.71,19.9
"Ames, IA",2010,4,18,63,34,34,0,0,0,2.68,14.1
"Ames, IA",2010,4,19,67,34,41,0,0,0,4.47,38
"Ames, IA",2010,4,20,71,40,45,0,0,0,3.58,14.1
"Ames, IA",2010,4,21,71,41,45,0,0,0,7.61,29.1
"Ames, IA",2010,4,22,71,40,40,0.06,0,0,3.58,21
"Ames, IA",2010,4,23,71,39,53,0,0,0,12.3,31.1
"Ames, IA",2010,4,24,59,53,55,0.7,0,0,11.41,31.1
"Ames, IA",2010,4,25,68,51,51,0.5,0,0,17.45,38.9
"Ames, IA",2010,4,26,52,47,47,0.36,0,0,8.72,21.9
"Ames, IA",2010,4,27,52,44,44,0.26,0,0,6.71,21.9
"Ames, IA",2010,4,28,61,37,37,0,0,0,10.29,35.1
"Ames, IA",2010,4,29,67,37,54,0,0,0,17.9,40.9
"Ames, IA",2010,4,30,81,54,61,0.29,0,0,10.51,29.1
"Ames, IA",2010,5,1,68,47,47,0.2,0,0,13.87,36
"Ames, IA",2010,5,2,69,47,50,0,0,0,6.93,25.1
"Ames, IA",2010,5,3,70,43,47,0.12,0,0,10.96,40
"Ames, IA",2010,5,4,67,45,50,0,0,0,16.78,47
"Ames, IA",2010,5,5,82,46,46,0.12,0,0,15.43,53.9
"Ames, IA",2010,5,6,67,38,38,0,0,0,8.05,21.9
"Ames, IA",2010,5,7,66,38,48,0.28,0,0,17,40.9
"Ames, IA",2010,5,8,54,38,38,0.02,0,0,13.87,46.1
"Ames, IA",2010,5,9,51,30,30,0,0,0,4.92,23.9
"Ames, IA",2010,5,10,58,30,50,0,0,0,16.11,46.1
"Ames, IA",2010,5,11,53,44,45,1.21,0,0,7.16,21
"Ames, IA",2010,5,12,53,44,44,0.03,0,0,11.41,38
"Ames, IA",2010,5,13,52,42,51,1.37,0,0,10.51,30
"Ames, IA",2010,5,14,56,43,44,0.02,0,0,6.93,21
"Ames, IA",2010,5,15,68,44,45,0,0,0,2.01,28
"Ames, IA",2010,5,16,72,45,55,0,0,0,6.49,21.9
"Ames, IA",2010,5,17,64,53,54,0,0,0,5.59,18.1
"Ames, IA",2010,5,18,72,45,45,0,0,0,3.13,31.1
"Ames, IA",2010,5,19,74,45,47,0,0,0,6.93,35.1
"Ames, IA",2010,5,20,75,47,55,0,0,0,10.07,30
"Ames, IA",2010,5,21,67,55,56,0.09,0,0,1.79,21.9
"Ames, IA",2010,5,22,69,53,54,0,0,0,12.97,40
"Ames, IA",2010,5,23,83,54,71,0,0,0,12.53,33.1
"Ames, IA",2010,5,24,83,69,69,0,0,0,11.86,36
"Ames, IA",2010,5,25,90,66,68,0,0,0,7.61,29.1
"Ames, IA",2010,5,26,87,62,63,0.23,0,0,7.38,38.9
"Ames, IA",2010,5,27,82,55,56,0,0,0,6.93,35.1
"Ames, IA",2010,5,28,85,52,52,0,0,0,2.91,35.1
"Ames, IA",2010,5,29,85,52,55,0,0,0,6.04,28
"Ames, IA",2010,5,30,85,55,62,0,0,0,8.72,35.1
"Ames, IA",2010,5,31,88,57,57,0.12,0,0,3.8,33.1
"Ames, IA",2010,6,1,81,53,54,0,0,0,7.16,25.9
"Ames, IA",2010,6,2,85,54,62,0.68,0,0,6.71,23
"Ames, IA",2010,6,3,75,54,55,0,0,0,5.82,35.1
"Ames, IA",2010,6,4,78,54,63,1.07,0,0,6.26,31.1
"Ames, IA",2010,6,5,85,63,68,0,0,0,12.3,38
"Ames, IA",2010,6,6,81,54,55,0.24,0,0,9.4,36
"Ames, IA",2010,6,7,80,55,62,0,0,0,2.91,33.1
"Ames, IA",2010,6,8,72,62,63,0.08,0,0,6.71,31.1
"Ames, IA",2010,6,9,78,59,61,0.67,0,0,9.4,32
"Ames, IA",2010,6,10,81,61,63,0,0,0,8.72,47
"Ames, IA",2010,6,11,71,63,68,0.87,0,0,8.5,21
"Ames, IA",2010,6,12,85,68,69,0,0,0,9.84,31.1
"Ames, IA",2010,6,13,83,62,62,1.52,0,0,7.61,23
"Ames, IA",2010,6,14,71,62,65,0.84,0,0,4.92,19.9
"Ames, IA",2010,6,15,81,65,65,0,0,0,6.93,21.9
"Ames, IA",2010,6,16,76,55,56,0,0,0,4.25,14.1
"Ames, IA",2010,6,17,82,55,65,0,0,0,12.3,45
"Ames, IA",2010,6,18,88,63,65,0.6,0,0,6.93,53
"Ames, IA",2010,6,19,80,62,64,0.39,0,0,5.59,28
"Ames, IA",2010,6,20,81,64,67,0.04,0,0,4.03,18.1
"Ames, IA",2010,6,21,79,66,66,0.09,0,0,5.37,25.1
"Ames, IA",2010,6,22,81,65,72,0.19,0,0,6.93,29.1
"Ames, IA",2010,6,23,89,68,68,0.31,0,0,11.63,46.1
"Ames, IA",2010,6,24,83,61,62,0.08,0,0,3.8,13
"Ames, IA",2010,6,25,81,62,63,0,0,0,8.72,40.9
"Ames, IA",2010,6,26,85,63,66,3.21,0,0,10.74,29.1
"Ames, IA",2010,6,27,89,65,66,1.45,0,0,10.51,47
"Ames, IA",2010,6,28,79,62,63,0.02,0,0,10.74,36
"Ames, IA",2010,6,29,78,56,56,0,0,0,3.8,18.1
"Ames, IA",2010,6,30,77,55,55,0,0,0,3.8,14.1
"Ames, IA",2010,7,1,79,55,60,0,0,0,7.61,23.9
"Ames, IA",2010,7,2,80,60,61,0,0,0,9.62,25.1
"Ames, IA",2010,7,3,83,61,65,0,0,0,11.63,29.1
"Ames, IA",2010,7,4,87,65,72,0.03,0,0,8.95,30
"Ames, IA",2010,7,5,76,68,68,0.86,0,0,3.36,23.9
"Ames, IA",2010,7,6,77,68,69,0.03,0,0,3.13,12.1
"Ames, IA",2010,7,7,82,68,68,0,0,0,3.13,23
"Ames, IA",2010,7,8,83,66,66,0.12,0,0,7.16,18.1
"Ames, IA",2010,7,9,78,60,61,0,0,0,3.8,13
"Ames, IA",2010,7,10,84,61,63,0,0,0,5.82,18.1
"Ames, IA",2010,7,11,85,63,68,0.05,0,0,4.03,30
"Ames, IA",2010,7,12,81,65,65,0.02,0,0,2.01,21
"Ames, IA",2010,7,13,77,64,64,0.53,0,0,7.16,30
"Ames, IA",2010,7,14,84,63,75,0,0,0,11.63,32
"Ames, IA",2010,7,15,94,71,72,0.21,0,0,6.49,25.9
"Ames, IA",2010,7,16,83,61,61,0,0,0,5.82,31.1
"Ames, IA",2010,7,17,88,61,67,0,0,0,3.8,31.1
"Ames, IA",2010,7,18,89,66,71,1.47,0,0,4.92,70.9
"Ames, IA",2010,7,19,84,62,66,0,0,0,4.92,33.1
"Ames, IA",2010,7,20,78,65,66,0.7,0,0,3.8,15
"Ames, IA",2010,7,21,83,66,67,0,0,0,5.82,16.1
"Ames, IA",2010,7,22,84,67,77,0.02,0,0,10.51,30
"Ames, IA",2010,7,23,90,70,76,0.21,0,0,8.5,25.1
"Ames, IA",2010,7,24,88,68,69,0.29,0,0,8.05,40.9
"Ames, IA",2010,7,25,79,61,61,0,0,0,2.46,12.1
"Ames, IA",2010,7,26,83,61,63,0,0,0,4.25,16.1
"Ames, IA",2010,7,27,84,63,70,0,0,0,6.49,17
"Ames, IA",2010,7,28,90,70,75,0,0,0,7.16,19.9
"Ames, IA",2010,7,29,83,60,60,0,0,0,3.13,16.1
"Ames, IA",2010,7,30,82,60,70,0,0,0,5.59,28
"Ames, IA",2010,7,31,78,66,68,1.71,0,0,4.03,13
"Ames, IA",2010,8,1,85,63,63,0,0,0,4.03,17
"Ames, IA",2010,8,2,86,63,69,0,0,0,4.47,18.1
"Ames, IA",2010,8,3,78,69,70,1.1,0,0,4.47,25.1
"Ames, IA",2010,8,4,88,70,74,0.28,0,0,3.8,21.9
"Ames, IA",2010,8,5,85,66,66,0.65,0,0,5.59,18.1
"Ames, IA",2010,8,6,80,59,59,0,0,0,2.91,13
"Ames, IA",2010,8,7,83,59,66,0.72,0,0,7.83,23
"Ames, IA",2010,8,8,86,66,75,0,0,0,9.4,49
"Ames, IA",2010,8,9,92,69,69,5.03,0,0,6.71,25.1
"Ames, IA",2010,8,10,84,69,72,0.27,0,0,9.4,49
"Ames, IA",2010,8,11,88,67,69,4.31,0,0,5.59,40.9
"Ames, IA",2010,8,12,91,69,73,0,0,0,5.14,16.1
"Ames, IA",2010,8,13,90,73,77,0,0,0,6.93,28
"Ames, IA",2010,8,14,87,71,71,0,0,0,4.25,23
"Ames, IA",2010,8,15,86,61,61,0,0,0,8.28,23
"Ames, IA",2010,8,16,78,58,58,0,0,0,4.92,19.9
"Ames, IA",2010,8,17,83,58,65,0,0,0,2.46,15
"Ames, IA",2010,8,18,67,60,60,0.47,0,0,4.47,17
"Ames, IA",2010,8,19,82,60,67,0,0,0,8.28,23
"Ames, IA",2010,8,20,85,66,67,0,0,0,6.26,38.9
"Ames, IA",2010,8,21,79,67,69,0.08,0,0,4.25,19.9
"Ames, IA",2010,8,22,89,68,68,0,0,0,2.68,12.1
"Ames, IA",2010,8,23,90,65,65,0,0,0,4.92,19.9
"Ames, IA",2010,8,24,85,65,68,0,0,0,10.51,30
"Ames, IA",2010,8,25,77,53,53,0,0,0,5.82,21.9
"Ames, IA",2010,8,26,77,50,50,0,0,0,6.71,23.9
"Ames, IA",2010,8,27,81,50,62,0,0,0,8.95,28
"Ames, IA",2010,8,28,84,60,60,0,0,0,9.17,25.9
"Ames, IA",2010,8,29,86,60,63,0,0,0,10.51,31.1
"Ames, IA",2010,8,30,89,63,70,0,0,0,12.3,28
"Ames, IA",2010,8,31,87,69,74,0,0,0,10.51,45
"Ames, IA",2010,9,1,86,66,66,3.35,0,0,5.82,18.1
"Ames, IA",2010,9,2,80,65,66,0,0,0,10.51,38.9
"Ames, IA",2010,9,3,77,53,53,0.11,0,0,14.54,40.9
"Ames, IA",2010,9,4,70,45,45,0,0,0,4.7,19.9
"Ames, IA",2010,9,5,73,45,56,0,0,0,11.86,38.9
"Ames, IA",2010,9,6,81,56,65,0.06,0,0,12.3,36.9
"Ames, IA",2010,9,7,81,54,54,0.08,0,0,14.09,36
"Ames, IA",2010,9,8,73,46,47,0,0,0,2.91,12.1
"Ames, IA",2010,9,9,75,46,61,0,0,0,8.5,23
"Ames, IA",2010,9,10,73,60,60,0,0,0,9.17,33.1
"Ames, IA",2010,9,11,71,59,59,0.38,0,0,9.4,31.1
"Ames, IA",2010,9,12,76,50,50,0,0,0,8.28,32
"Ames, IA",2010,9,13,86,50,54,0,0,0,2.24,14.1
"Ames, IA",2010,9,14,82,53,55,0,0,0,3.13,15
"Ames, IA",2010,9,15,81,54,58,0,0,0,8.28,29.1
"Ames, IA",2010,9,16,81,55,55,0.01,0,0,8.5,31.1
"Ames, IA",2010,9,17,63,48,52,0,0,0,6.49,21.9
"Ames, IA",2010,9,18,79,51,57,0.09,0,0,9.62,23.9
"Ames, IA",2010,9,19,57,46,46,0.45,0,0,5.82,18.1
"Ames, IA",2010,9,20,59,46,59,0.12,0,0,11.86,33.1
"Ames, IA",2010,9,21,87,59,71,0,0,0,6.49,29.1
"Ames, IA",2010,9,22,72,64,64,1.17,0,0,8.5,33.1
"Ames, IA",2010,9,23,80,64,73,0.01,0,0,15.43,38
"Ames, IA",2010,9,24,78,53,53,1.15,0,0,12.75,33.1
"Ames, IA",2010,9,25,69,47,50,0,0,0,2.46,15
"Ames, IA",2010,9,26,53,40,41,0.69,0,0,2.91,14.1
"Ames, IA",2010,9,27,67,40,41,0,0,0,6.04,23
"Ames, IA",2010,9,28,71,40,55,0,0,0,8.05,23.9
"Ames, IA",2010,9,29,71,40,49,0,0,0,7.61,23.9
"Ames, IA",2010,9,30,83,49,51,0,0,0,7.16,23
"Ames, IA",2010,10,1,74,43,44,0,0,0,6.93,32
"Ames, IA",2010,10,2,78,43,44,0,0,0,10.74,29.1
"Ames, IA",2010,10,3,57,34,34,0,0,0,2.68,15
"Ames, IA",2010,10,4,60,33,34,0,0,0,3.58,17
"Ames, IA",2010,10,5,64,33,39,0,0,0,4.92,19.9
"Ames, IA",2010,10,6,70,37,46,0,0,0,6.04,18.1
"Ames, IA",2010,10,7,78,38,38,0,0,0,2.91,16.1
"Ames, IA",2010,10,8,76,37,44,0,0,0,5.14,21
"Ames, IA",2010,10,9,84,42,52,0,0,0,4.7,21.9
"Ames, IA",2010,10,10,85,50,50,0,0,0,1.34,10.1
"Ames, IA",2010,10,11,81,48,58,0,0,0,3.58,15
"Ames, IA",2010,10,12,75,48,49,0,0,0,8.28,32
"Ames, IA",2010,10,13,80,47,47,0.03,0,0,9.62,28
"Ames, IA",2010,10,14,67,35,35,0,0,0,8.72,36
"Ames, IA",2010,10,15,75,33,41,0,0,0,5.14,15
"Ames, IA",2010,10,16,66,39,45,0,0,0,8.95,23.9
"Ames, IA",2010,10,17,72,37,37,0,0,0,3.8,13
"Ames, IA",2010,10,18,65,36,44,0,0,0,5.14,21.9
"Ames, IA",2010,10,19,62,32,33,0,0,0,5.14,23
"Ames, IA",2010,10,20,63,32,39,0,0,0,10.51,36.9
"Ames, IA",2010,10,21,71,36,36,0,0,0,5.82,21
"Ames, IA",2010,10,22,60,33,36,0,0,0,8.05,25.1
"Ames, IA",2010,10,23,74,36,59,0.13,0,0,9.84,21.9
"Ames, IA",2010,10,24,70,57,58,0.03,0,0,8.5,17
"Ames, IA",2010,10,25,62,50,50,0,0,0,11.63,36
"Ames, IA",2010,10,26,68,47,47,0.11,0,0,23.49,52.1
"Ames, IA",2010,10,27,55,44,45,0.23,0,0,24.16,52.1
"Ames, IA",2010,10,28,52,37,37,0.04,0,0,14.09,35.1
"Ames, IA",2010,10,29,46,25,25,0,0,0,9.62,31.1
"Ames, IA",2010,10,30,62,25,47,0,0,0,11.63,23.9
"Ames, IA",2010,10,31,66,33,34,0,0,0,5.59,12.1
"Ames, IA",2010,11,1,53,32,34,0,0,0,3.58,16.1
"Ames, IA",2010,11,2,57,27,27,0,0,0,3.58,16.1
"Ames, IA",2010,11,3,56,26,39,0,0,0,15.21,49
"Ames, IA",2010,11,4,61,37,40,0,0,0,19.01,40.9
"Ames, IA",2010,11,5,48,25,25,0,0,0,8.28,21
"Ames, IA",2010,11,6,47,23,28,0,0,0,8.72,25.9
"Ames, IA",2010,11,7,57,27,38,0,0,0,8.5,23.9
"Ames, IA",2010,11,8,68,38,45,0,0,0,8.05,25.9
"Ames, IA",2010,11,9,68,40,45,0,0,0,8.72,25.1
"Ames, IA",2010,11,10,70,44,50,0,0,0,11.63,29.1
"Ames, IA",2010,11,11,69,28,28,0,0,0,3.58,14.1
"Ames, IA",2010,11,12,56,28,40,0.24,0,0,14.32,33.1
"Ames, IA",2010,11,13,47,37,40,1.84,0,0,17.9,36.9
"Ames, IA",2010,11,14,40,30,31,0.03,0,0,8.05,25.1
"Ames, IA",2010,11,15,42,26,28,0,0,0,3.36,14.1
"Ames, IA",2010,11,16,49,28,36,0.01,0,0,6.26,19.9
"Ames, IA",2010,11,17,43,34,34,0,0,0,11.41,25.9
"Ames, IA",2010,11,18,39,29,29,0,0,0,8.28,19.9
"Ames, IA",2010,11,19,35,28,35,0,0,0,12.53,28
"Ames, IA",2010,11,20,43,24,24,0,0,0,10.51,23
"Ames, IA",2010,11,21,43,24,43,0,0,0,9.84,25.1
"Ames, IA",2010,11,22,50,33,34,0.1,0,0,10.74,28
"Ames, IA",2010,11,23,35,16,16,0.01,0,0,7.38,25.9
"Ames, IA",2010,11,24,29,15,27,0,0,0,14.32,36.9
"Ames, IA",2010,11,25,34,15,15,0.11,0,0,12.97,33.1
"Ames, IA",2010,11,26,34,14,17,0,0,0,12.08,36
"Ames, IA",2010,11,27,36,17,30,0,0,0,6.93,23
"Ames, IA",2010,11,28,49,26,29,0,0,0,14.32,38.9
"Ames, IA",2010,11,29,55,29,40,0,0,0,14.32,31.1
"Ames, IA",2010,11,30,48,24,25,0.12,0,0,20.58,40
"Ames, IA",2010,12,1,25,13,13,0,0,0,13.2,29.1
"Ames, IA",2010,12,2,29,13,24,0,0,0,5.37,16.1
"Ames, IA",2010,12,3,37,15,17,0,0,0,8.5,28
"Ames, IA",2010,12,4,29,17,26,0,0,0,14.32,35.1
"Ames, IA",2010,12,5,26,9,9,0,0,0,12.3,25.1
"Ames, IA",2010,12,6,22,8,11,0,0,0,9.62,21
"Ames, IA",2010,12,7,22,6,7,0,0,0,6.71,14.1
"Ames, IA",2010,12,8,22,6,6,0,0,0,2.01,12.1
"Ames, IA",2010,12,9,28,6,23,0,0,0,9.62,29.1
"Ames, IA",2010,12,10,43,21,21,0,0,0,7.16,23.9
"Ames, IA",2010,12,11,47,20,40,0.03,0,0,22.59,57.9
"Ames, IA",2010,12,12,40,3,3,0.37,3,3,24.61,59.1
"Ames, IA",2010,12,13,8,-2,-2,0,0,3,7.38,21.9
"Ames, IA",2010,12,14,10,-3,6,0,0,3,6.71,17
"Ames, IA",2010,12,15,19,5,19,0,0,3,10.07,21.9
"Ames, IA",2010,12,16,23,19,19,0.15,2,5,8.5,21.9
"Ames, IA",2010,12,17,24,5,5,0,0,5,9.17,23
"Ames, IA",2010,12,18,22,3,8,0,0,5,8.05,18.1
"Ames, IA",2010,12,19,21,-2,-2,0,0,4,4.03,16.1
"Ames, IA",2010,12,20,25,-3,25,0.01,0,3,10.07,25.9
"Ames, IA",2010,12,21,33,24,26,0,0,3,10.07,28
"Ames, IA",2010,12,22,31,16,19,0,0,3,9.4,23.9
"Ames, IA",2010,12,23,28,19,26,0,0,3,5.82,17
"Ames, IA",2010,12,24,30,26,27,0.21,3,6,8.05,18.1
"Ames, IA",2010,12,25,28,18,20,0.18,2,8,16.11,31.1
"Ames, IA",2010,12,26,20,8,11,0,0,8,5.14,21
"Ames, IA",2010,12,27,15,7,8,0.01,0,8,5.59,15
"Ames, IA",2010,12,28,19,4,9,0,0,8,2.68,8.1
"Ames, IA",2010,12,29,31,6,18,0,0,6,9.4,19.9
"Ames, IA",2010,12,30,37,17,37,0,0,3,13.2,30
"Ames, IA",2010,12,31,55,19,21,0,0,0,15.21,42.9
"Ames, IA",2011,1,1,32,6,6,0,0,0,NA,NA
"Ames, IA",2011,1,2,14,6,8,0,0,0,NA,NA
"Ames, IA",2011,1,3,31,7,19,0,0,0,NA,NA
"Ames, IA",2011,1,4,35,8,8,0,0,0,NA,NA
"Ames, IA",2011,1,5,26,7,17,0,0,0,NA,NA
"Ames, IA",2011,1,6,38,15,25,0,0,0,NA,NA
"Ames, IA",2011,1,7,29,25,25,0.08,3,3,NA,NA
"Ames, IA",2011,1,8,27,6,7,0.02,1,4,NA,NA
"Ames, IA",2011,1,9,15,-4,2,0,0,3,NA,NA
"Ames, IA",2011,1,10,21,0,20,0,0,2,NA,NA
"Ames, IA",2011,1,11,25,20,21,0.25,6,8,NA,NA
"Ames, IA",2011,1,12,23,2,9,0.04,0,8,NA,NA
"Ames, IA",2011,1,13,13,-8,-2,0,0,8,NA,NA
"Ames, IA",2011,1,14,19,-2,5,0,0,8,NA,NA
"Ames, IA",2011,1,15,20,4,12,0,0,8,NA,NA
"Ames, IA",2011,1,16,15,-3,2,0,0,7,NA,NA
"Ames, IA",2011,1,17,25,2,25,0.13,1,10,NA,NA
"Ames, IA",2011,1,18,34,12,12,0.05,0,5,NA,NA
"Ames, IA",2011,1,19,12,-2,-2,0.1,1,6,NA,NA
"Ames, IA",2011,1,20,8,-5,8,0,0,6,NA,NA
"Ames, IA",2011,1,21,16,-8,-8,0,0,6,NA,NA
"Ames, IA",2011,1,22,14,-10,14,0.06,0,6,NA,NA
"Ames, IA",2011,1,23,16,-3,-3,0,0,6,NA,NA
"Ames, IA",2011,1,24,16,-6,16,0,0,6,NA,NA
"Ames, IA",2011,1,25,31,16,17,0,0,6,NA,NA
"Ames, IA",2011,1,26,24,11,13,0,0,6,NA,NA
"Ames, IA",2011,1,27,20,13,20,0,0,6,NA,NA
"Ames, IA",2011,1,28,35,13,18,0,0,3,NA,NA
"Ames, IA",2011,1,29,37,18,24,0,0,2,NA,NA
"Ames, IA",2011,1,30,31,8,10,0,0,2,NA,NA
"Ames, IA",2011,1,31,25,10,24,0,0,2,NA,NA
"Ames, IA",2011,2,1,24,14,15,0.18,3,5,NA,NA
"Ames, IA",2011,2,2,15,1,1,0.34,6,9,NA,NA
"Ames, IA",2011,2,3,8,-10,-8,0,NA,9,NA,NA
"Ames, IA",2011,2,4,21,-8,11,0,NA,9,NA,NA
"Ames, IA",2011,2,5,30,11,18,0,NA,8,NA,NA
"Ames, IA",2011,2,6,31,17,23,NA,0,8,NA,NA
"Ames, IA",2011,2,7,31,14,14,0,0,7,NA,NA
"Ames, IA",2011,2,8,14,-9,-9,0,0,7,NA,NA
"Ames, IA",2011,2,9,3,-10,-1,0,NA,7,NA,NA
"Ames, IA",2011,2,10,10,-8,-6,0,NA,7,NA,NA
"Ames, IA",2011,2,11,22,-6,22,0,NA,7,NA,NA
"Ames, IA",2011,2,12,35,22,25,0,NA,6,NA,NA
"Ames, IA",2011,2,13,41,24,37,0,NA,4,NA,NA
"Ames, IA",2011,2,14,48,35,36,0,NA,2,NA,NA
"Ames, IA",2011,2,15,40,29,30,0,NA,1,NA,NA
"Ames, IA",2011,2,16,48,28,29,0,NA,0,NA,NA
"Ames, IA",2011,2,17,51,28,50,0,NA,0,NA,NA
"Ames, IA",2011,2,18,66,30,30,0,NA,0,NA,NA
"Ames, IA",2011,2,19,47,27,27,0,NA,0,NA,NA
"Ames, IA",2011,2,20,46,26,33,0.28,NA,NA,NA,NA
"Ames, IA",2011,2,21,39,28,28,0.28,NA,0,NA,NA
"Ames, IA",2011,2,22,28,22,22,0,NA,0,NA,NA
"Ames, IA",2011,2,23,29,22,24,0,0,0,NA,NA
"Ames, IA",2011,2,24,39,22,23,0,NA,0,NA,NA
"Ames, IA",2011,2,25,27,11,11,0,0,0,NA,NA
"Ames, IA",2011,2,26,22,10,11,0,0,0,NA,NA
"Ames, IA",2011,2,27,21,11,21,0.02,1,1,NA,NA
"Ames, IA",2011,2,28,30,12,13,0.02,NA,0,NA,NA
"Ames, IA",2011,3,1,35,12,23,0,0,0,NA,NA
"Ames, IA",2011,3,2,52,8,8,0,0,0,NA,NA
"Ames, IA",2011,3,3,32,8,30,0,NA,NA,NA,NA
"Ames, IA",2011,3,4,49,30,34,0,NA,NA,NA,NA
"Ames, IA",2011,3,5,39,19,20,0.05,0,0,NA,NA
"Ames, IA",2011,3,6,29,20,23,0,0,0,NA,NA
"Ames, IA",2011,3,7,31,22,28,0.01,0,0,NA,NA
"Ames, IA",2011,3,8,36,27,33,0.01,0,0,NA,NA
"Ames, IA",2011,3,9,40,27,32,0.54,1,1,NA,NA
"Ames, IA",2011,3,10,34,26,26,0,NA,0,NA,NA
"Ames, IA",2011,3,11,31,22,24,0,0,0,NA,NA
"Ames, IA",2011,3,12,58,24,31,0,NA,NA,NA,NA
"Ames, IA",2011,3,13,39,20,20,0,NA,NA,NA,NA
"Ames, IA",2011,3,14,29,18,24,0,0,0,NA,NA
"Ames, IA",2011,3,15,49,22,24,0,NA,NA,NA,NA
"Ames, IA",2011,3,16,55,23,29,0,NA,NA,NA,NA
"Ames, IA",2011,3,17,65,28,54,0,NA,NA,NA,NA
"Ames, IA",2011,3,18,67,38,38,0,NA,NA,NA,NA
"Ames, IA",2011,3,19,50,27,28,0,NA,NA,NA,NA
"Ames, IA",2011,3,20,55,28,45,0.06,NA,NA,NA,NA
"Ames, IA",2011,3,21,63,38,38,0,0,0,NA,NA
"Ames, IA",2011,3,22,53,34,46,0.01,0,0,NA,NA
"Ames, IA",2011,3,23,51,41,41,0.28,0,0,NA,NA
